name,category,reference,description,url,img_names
Calculadora Neck,calculadoras,CA-95,"Calculadora 8 dígitos con tapa y cordón. Empaque caja Individual. Medidas: 4.5 cm x 7.5 cm. Marca: 2.5 cm / Tampografía - Producto complejo Unidades por Caja: 400   Unidades  Empaque: 37,7    X 26,2 X 48,5 / 14,0 Kg",https://www.catalogospromocionales.com/p/calculadora-neck/3465/11,['CA-95_1.jpg']
Calculadora Clipboard,calculadoras,CA-121,"Tabla para anotar con calculadora solar 8 dígitos. Regla lateral 25 cm. Medidas: 32.2 cm x 22.2 cm Marca: 15 cm / Screen Unidades por Caja: 50   Unidades  Empaque: 36,3    X 35,8 X 49,0 / 12,8 Kg",https://www.catalogospromocionales.com/p/calculadora-clipboard/4336/11,"['CA-121_1.jpg', 'CA-121_2.jpg', 'CA-121_3.jpg', 'CA-121_4.jpg']"
Calculadora Executive - 12 Dígitos,calculadoras,CA-120,"Calculadora en plástico 12 dígitos. Empaque caja Individual. Medidas: 15.8 cm x 11.9 cm Marca: 4 cm / Tampografía - Producto complejo Unidades por Caja: 100   Unidades  Empaque: 64,0    X 41,0 X 34,0 / 17,8 Kg",https://www.catalogospromocionales.com/p/calculadora-executive-12-digitos/4335/11,['CA-120_1.jpg']
